MAL_ID,Name,Score,Genres,sypnopsis
16528,Hal,7.48,"Sci-Fi, Drama, Romance, Shoujo","Kurumi is a beautiful young woman whose beloved boyfriend, Hal , died in a sudden airplane accident. Left heartbroken and gloomy, she isolates herself in a small house. But this soon comes to change when her grandfather requests the help of a humanoid robot named Q01. Taking on the appearance of Hal, Q01 is sent to Kurumi's house in order to save her from her state of despair. As Hal returns day after day and increases his efforts, Kurumi, despite her initial reluctance, slowly begins to open up to him and break free from her depression. But there is more to Hal than meets the eye, and these two will soon learn an unexpected truth about this relationship between a human and an android."
16586,Michitekuru Toki no Mukou ni,Unknown,"Adventure, Fantasy, Romance","Based on Suzuki Kouji's novel Paradise, which won the Japan Fantasy Novel Award in 1991. (Source: AniDB)"
16608,Shitcom,2.78,"Comedy, Romance","autiful couple is enjoying a lovely dinner together when suddenly the woman's stomach begins to make loud, rumbling sounds. As she attempts to calm the beast in her belly, her partner proposes to her, leaving her both overjoyed and distressed at her situation. The astonishing events of that night now begin to unfold, as a mysterious mass starts to make its way out of her mouth..."
16662,Kaze Tachinu,8.12,"Drama, Historical, Romance","lthough Jirou Horikoshi's nearsightedness prevents him from ever becoming a pilot, he leaves his hometown to study aeronautical engineering at Tokyo Imperial University for one simple purpose: to design and build planes just like his hero, Italian aircraft pioneer Giovanni Battista Caproni. His arrival in the capital coincides with the Great Kanto Earthquake of 1923, during which he saves a maid serving the family of a young girl named Naoko Satomi; this disastrous event marks the beginning of over two decades of social unrest and malaise leading up to Japan's eventual surrender in World War II. For Jirou, the years leading up to the production of his infamous Mitsubishi A6M Zero fighter aircraft will test every fiber of his being. His many travels and life experiences only urge him onward⁠—even as he realizes both the role of his creations in the war and the harsh realities of his personal life. As time marches on, he must confront an impossible question: at what cost does he chase his beautiful dream?"
16694,Sankarea: Wagahai mo... Zombie de Aru...,7.27,"Comedy, Horror, Supernatural, Romance, Ecchi, Shounen","Extra episode included on BD/DVD vol. 6; effectively episode 13. Despite their decaying bodies, Rea’s zombie power comes in handy both at school and at home, and Babu gets interested in another cat—although this particular feline is one of the living. (Source: FUNimation)"
16706,Kami nomi zo Shiru Sekai: Megami-hen,8.08,"Harem, Comedy, Supernatural, Romance, Shounen","Having freed a myriad of women from the runaway spirits possessing their hearts, the ""God of Conquest"" Keima Katsuragi is confronted with a new task: find the Jupiter Sisters, the goddesses that sealed Old Hell in the past. Diana, the goddess that resides inside his childhood friend Tenri Ayukawa, explains that they have taken shelter in the hearts of the girls he had assisted previously. Moreover, once Diana and her sisters are reunited, their power can seal the runaway spirits away for good and relieve Keima of his exorcising duties. Though he is initially reluctant to get involved in yet another chore, everything changes when tragedy befalls one of the hosts. Discovering that the goddesses are being targeted by a mysterious organization known as Vintage, Keima is caught in a race against time to reunite the sisters and rescue the girl who has already fallen prey. With deeper resolve than ever before, Keima works together with demons Elsie and Haqua to recapture the hearts of the girls he had charmed in the past. However, the road ahead is a difficult one, as he is soon met with the consequences of his previous conquests."
16782,Kotonoha no Niwa,8.05,"Slice of Life, Psychological, Drama, Romance","On a rainy morning in Tokyo, Takao Akizuki, an aspiring shoemaker, decides to skip class to sketch designs in a beautiful garden. This is where he meets Yukari Yukino, a beautiful yet mysterious woman, for the very first time. Offering to make her new shoes, Takao continues to meet with Yukari throughout the rainy season, and without even realizing it, the two are able to alleviate the worries hidden in their hearts just by being with each other. However, their personal struggles have not disappeared completely, and as the end of the rainy season approaches, their relationship will be put to the test."
16866,Tonari no Kaibutsu-kun: Tonari no Gokudou-kun,7.15,"Comedy, Historical, Romance, Shoujo",The characters of Tonari no Kaibutsu-kun return for an anime original story in a parallel universe.
16868,Sukitte Ii na yo.: Dareka ga,7.28,"Romance, School, Shoujo",", Aiko, Asami, and Nagi are making cookies at Mei's house. Knowing that the process could take a while, Nagi chases Yamato out of the house. He receives a text from Kai, who asks him if he wants to meet up at the park. When Yamato arrives, it is revealed that the rundown park was where the two of them first talked and bonded for the first time. After bantering a bit, Kai asks Yamato why he, who had always seemed to be having fun with a large crowd around him, was always the first one at the park after school. Yamato admits that he used to feel like he was a chameleon; someone who didn't have his own personality and just changed himself to please others. Kai tells Yamato that he used to hate the town, but thanks to Yamato, he now finds it to be beautiful. Kai reassures him that he is his own person, and Yamato confesses that after he met Mei, he realized just how lonely he was. Kai later runs into Megumi at the bus stop. They start talking, and Kai tells her that he thinks she's cool for staying true to herself while modelling. Megumi snaps back at him, and Kai, offended, leaves. When Momo comes, Megumi regrets lashing out on Kai and later becomes embarrassed when Momo suggests that Megumi likes him. At Mei's house, the cookies are done and turn out to be delicious. Mei's mom shoos Mei and Yamato out of the house. Yamato hugs Mei and tells her he's glad she's with him. They watch the sunset together before continuing their walk, holding hands. (Source: Wikipedia)"
16870,The Last: Naruto the Movie,7.76,"Action, Super Power, Romance, Martial Arts, Shounen","Two years have passed since the end of the Fourth Great Ninja War. Konohagakure has remained in a state of peace and harmony—until Sixth Hokage Kakashi Hatake notices the moon is dangerously approaching the Earth, posing the threat of planetary ruin. Amidst the grave ordeal, the Konoha is invaded by a new evil, Toneri Oosutuski, who suddenly abducts Hinata Hyuuga's little sister Hanabi. Kakashi dispatches a skilled ninja team comprised of Naruto Uzumaki, Sakura Haruno, Shikamaru Nara, Sai, and Hinata in an effort to rescue Hanabi from the diabolical clutches of Toneri. However, during their mission, the team faces several obstacles that challenge them, foiling their efforts. With her abduction, the relationships the team share with one another are tested, and with the world reaching the brink of destruction, they must race against time to ensure the safety of their planet. Meanwhile, as the battle ensues, Naruto is driven to fight for something greater than he has ever imagined—love."
